,종목코드,회사명,NCAV,PEGR,PSR,유동비율,부채비율
31,036190,(주)금화피에스시,0.6232829977628636,1.2925750370585958,0.8688462663319166,568.01,11.04
32,013700,(주)까뮤이앤씨,-0.3116661519115087,-0.285628080598642,0.6128109668055777,105.83,100.83
34,089600,(주)나스미디어,0.2499022714607713,1.2634883096010046,4.395610113538278,155.21,115.73
35,130580,(주)나이스디앤비,0.1818631863186318,0.6318782237850162,2.579393675988056,302.07,26.38
36,034310,(주)나이스홀딩스,-0.2235086533073371,-1.1427396734003967,16.618172021249205,12.19,51.5
37,008350,(주)남선알미늄,0.0421451072045523,-2.7603733871140603,1.6128286389620217,190.3,59.1
38,004270,(주)남성,-0.1659896217359246,-0.0,2.147383026648742,86.16,104.57
39,094860,(주)네오리진,0.0303006040549076,-0.0,11.760924649617182,575.17,19.24
40,212560,(주)네오오토,-0.1698532198835793,-0.8461561893112307,0.5723617602726195,106.22,74.64
41,095660,(주)네오위즈,0.1818114816258686,0.6317436291641331,2.286289900522656,340.12,14.14
42,092730,(주)네오팜,0.3553713905947552,0.396237731464268,3.380013885386756,753.01,13.14
43,153460,(주)네이블커뮤니케이션즈,0.4427199914020834,-0.0,3.420271030934184,844.26,10.64
44,033640,(주)네패스,-0.0553002062068846,1.7524367842012472,3.234162270894401,192.41,80.64
45,005720,(주)넥센,0.1238706911608262,-0.2659122943132291,0.7129370635179972,165.24,17.01
47,137940,(주)넥스트아이,0.190247693054881,-0.0,5.597166338774677,160.47,37.25
48,160550,(주)넥스트엔터테인먼트월드,-0.0481755669031194,-0.0,5.7340214915869225,81.97,64.74
49,225570,(주)넥슨게임즈,0.1240389771761166,-0.0,4.694039307700603,534.38,42.22
50,090350,(주)노루페인트,-0.1693181818181818,0.4626356067873124,0.3963863846047939,116.03,94.44
51,000320,(주)노루홀딩스,-0.0058492543518101,-1.164768201859527,8.95667414545143,324.26,20.43
52,006280,(주)녹십자,0.0450935200569665,-0.0,3.4314481776888264,188.14,69.3
53,005250,(주)녹십자홀딩스,-0.1991097850426803,-9.594668989277825,20.802725246637543,32.24,71.31
54,004370,(주)농심,0.1104022778541315,-0.793156177974822,0.818933787714075,157.85,25.8
55,072710,(주)농심홀딩스,0.0070850662484943,-0.422792116533595,18.247156128230955,1323.32,0.79
56,069140,(주)누리플랜,-0.2331080431516571,-0.0,1.105930845572419,71.07,77.72
57,040160,(주)누리플렉스,-0.0178947128500437,0.8385219898726876,1.274175491701956,141.03,61.47
58,060260,(주)뉴보텍,-0.0567685819622748,0.5909685258555981,1.1738455427905068,164.11,141.26
59,144960,(주)뉴파워프라즈마,-0.1071110189319099,-0.8189487508804423,3.1552608716694714,271.98,61.83
60,119860,(주)다나와,0.2189700457294383,0.48976020187421,2.7114741932137605,899.43,10.14
61,023590,(주)다우기술,-0.0683093833426716,0.2648774702063278,4.930253623808063,135.52,75.29
62,032190,(주)다우데이타,-0.1547833714099216,0.1659477777848986,2.454980977578092,95.07,161.91
63,068240,(주)다원시스,-0.058411765183567,-6.053250250838396,1.980386590570332,112.33,162.53
64,019680,(주)대교,-0.0855170025206226,-0.8641778261216881,0.6201328323499552,129.98,39.58
66,048470,(주)대동스틸,0.727741935483871,-3.0014079245433694,0.5246440938576625,345.59,27.71
67,004780,(주)대륙제관,0.5210092815737442,-0.617903111334617,0.440628023363063,269.46,45.43
68,017650,(주)대림제지,-0.104656862745098,-5.14540897627875,4.753883600538618,216.75,30.84
69,036480,(주)대성미생물연구소,-0.0300068352699931,-0.4269542684468873,2.949479032893445,518.92,71.47
70,025440,(주)대성엘텍,-0.1619752715246721,-0.0,0.4496432883519395,105.18,210.1
71,104040,(주)대성파인텍,-0.0208963807127734,-2.0096689271538453,2.6874877473693184,112.52,61.33
72,009190,(주)대양금속,0.340520477104012,-1.6195790817073,0.6418919789621138,259.26,53.44
73,003090,(주)대웅,0.0158643832446193,0.4885817937396632,21.701602596271503,599.24,5.98
74,069620,(주)대웅제약,-0.1524589316076312,-9.550879648553348,1.6372639932394673,128.7,106.02
75,007680,(주)대원,0.9663719093406592,-0.2888716871277644,0.7616258738906714,215.89,57.81
76,012800,(주)대창,-0.3793797776652439,-1.5264663467407906,0.3937045875831569,95.93,149.32
77,131220,(주)대한과학,0.1277422016029101,-5.676340571673113,2.2625268140213595,280.72,25.99
78,016090,(주)대현,0.9221038579263116,-0.2048677700082997,0.3935055776259037,363.66,24.26
79,021040,(주)대호특수강,0.0104345475976986,-1.5063139713341045,0.420101218617981,131.52,131.81
80,012510,(주)더존비즈온,-0.0939906643260221,2.7678538725110555,9.610823952151694,101.56,103.03
81,004830,(주)덕성,0.0525310124049619,-40.87065159536815,3.727594577923564,176.76,59.11
82,263800,(주)데이타솔루션,0.1558708387793123,-0.0,0.9794300836895086,136.36,170.06
83,206560,(주)덱스터스튜디오,0.1423322117938728,-0.0,8.437255459746513,420.75,19.66
84,145720,(주)덴티움,-0.1496380610898758,-1.942224516053469,3.967224663917453,89.37,120.88
85,002150,(주)도화엔지니어링,0.0801981183561531,0.1197541335724224,0.4780832944740616,118.75,65.19
86,006620,(주)동구바이오제약,0.2144182348263981,-0.6019405271426244,0.7588505713869547,178.61,52.51
87,075970,(주)동국알앤에스,0.0220437066930632,3.916133128482756,1.64474727000116,155.21,60.87
88,100130,(주)동국에스엔씨,0.3140283406034638,-2.470763724901716,2.4029703659125405,369.09,19.83
89,023450,(주)동남합성,-0.0181080384973219,-1.892026253656113,1.5278218371737111,101.15,65.86
90,004140,(주)동방,-1.0141804102602283,-0.0,0.4051404189016657,50.12,383.74
91,007590,(주)동방아그로,0.8807061324850253,3.9948818456059896,0.7328266731335366,412.76,38.51
92,026960,(주)동서,0.1902678453704692,4.603822961130773,7.221636814340933,1494.65,8.79
93,102260,(주)동성케미컬,-0.1969600440459336,-0.9624420970298408,1.2351866987201228,75.3,50.07
94,033500,(주)동성화인텍,-0.0168336462833357,1.0871686291501572,0.9653712002406228,103.39,119.56
95,088130,(주)동아엘텍,0.7046799447322536,-0.3901256903459323,1.096737769390543,345.77,22.58
96,028100,(주)동아지질,0.4706115235065394,0.5836730849183478,0.6743255021622641,179.02,74.71
97,001520,(주)동양,0.3106023710058473,-0.0,0.7439383434166742,206.03,16.84
98,084670,(주)동양고속,-0.7682960026337879,0.0283403679397493,0.828059476046867,18.56,57.0
99,060380,(주)동양에스텍,0.240994923857868,-0.6545147116090899,0.1829598700358468,190.89,77.92
100,088910,(주)동우팜투테이블,0.4781189908016568,-0.7699164295336184,0.3203870605937827,431.88,35.95
101,094170,(주)동운아나텍,0.0955921877799677,0.6541362304587561,2.4623548776196347,278.95,135.04
102,013120,(주)동원개발,1.7688309092837158,-1.223944498085923,0.7775952496250894,711.58,18.23
103,049770,(주)동원에프앤비,-0.1916726905116701,1.6226700574964332,0.4170519310200297,245.12,101.04
104,032960,(주)동일기연,0.7504061626467664,-0.9661602327620684,1.7798683390164367,1146.59,6.62
105,005290,(주)동진쎄미켐,-0.0466329775492062,1.0446089894791282,2.464948047883067,113.14,105.81
106,000150,(주)두산,-1.818971220040564,0.076042540428636,0.5327221418363848,76.37,104.04
107,131970,(주)두산테스나,-0.2464345631569136,0.2638461628767164,2.44238742636126,41.53,103.78
108,016740,(주)두올,0.0850044378377988,-0.5970243934300138,0.5847803371343122,188.99,74.39
110,016670,(주)디모아,-0.2010275418446593,-0.0,8.606669460214638,81.26,109.66
111,187870,(주)디바이스이엔지,0.2676506367896191,-9.35189309527399,2.0345022740136227,221.91,59.42
112,066670,(주)디스플레이테크,0.552816310233049,1.310298700962532,2.525781252626797,567.36,10.03
113,003160,(주)디아이,-0.0463438298570146,-23.2037801617696,2.155147838176529,147.97,63.21
116,004840,(주)디알비동일,0.0026052684317174,-0.3693195868246974,1.238042914308478,120.73,50.3
117,263720,(주)디앤씨미디어,0.0974016954571009,23.340442207280383,8.237108525166898,539.89,20.56
118,109740,(주)디에스케이,0.137951852690363,-2.1064760082510383,4.129213583658113,148.37,38.59
119,196490,(주)디에이테크놀로지,0.3038574628955475,-0.0,10.448514975738728,310.8,21.86
120,066900,(주)디에이피,-0.4255955839628123,-3.286944432192197,0.3426698856339574,100.49,113.39
121,092070,(주)디엔에프,0.1202027516292541,-2.574017908097441,2.873091637957807,298.05,13.6
122,007340,(주)디엔오토모티브,0.1388225755596594,0.3851707017142075,1.853083233851707,279.71,8.41
123,068790,(주)디엠에스,0.2588684134753815,-0.5049144484026612,0.8750535717700623,134.07,75.36
124,039840,(주)디오,0.0663582881890008,8.529241052242956,7.529409749496582,159.17,79.7
125,068930,(주)디지털대성,-0.0796283106413988,0.3882223652342866,1.83563223689946,59.33,57.14
126,033130,(주)디지틀조선일보,0.3678773517283253,-3.5756750475421657,4.177029069811063,906.52,7.41
127,187220,(주)디티앤씨,-0.5028618353804516,-0.0,1.7982778386195115,66.97,87.22
128,131180,(주)딜리,0.4490611342314682,-1.2305060768964011,1.910601271704504,886.96,10.93
129,171120,(주)라이온켐텍,0.2355772227971522,-0.7671492593613787,1.175703411064631,267.92,23.48
130,069540,(주)라이트론,0.1646351657975399,0.4764747693574171,5.832871029285045,317.7,38.02
131,115390,(주)락앤락,0.0357223707989762,-1.6478043622058267,3.748533538594938,242.91,13.93
133,217500,(주)러셀,0.1641309758261735,0.4041622065031038,6.344992006612083,1166.03,7.23
134,038390,(주)레드캡투어,-1.3767503962137166,0.3188112622583849,0.8239648642192584,21.4,168.63
135,228850,(주)레이언스,0.6990370865646002,-37.32324632794224,2.3523389168259965,1393.04,7.94
136,215100,(주)로보로보,0.151130288966851,1.436219144629337,21.26320378353386,1388.89,5.02
137,090360,(주)로보스타,0.174242129178838,-0.0,1.7746610746788365,178.91,72.0
138,067730,(주)로지시스,0.1000859812000656,-0.0,3.042243014083162,281.03,46.49
139,085370,(주)루트로닉,0.201596972879518,-0.0,2.8419397394637405,219.95,66.44
140,060240,(주)룽투코리아,0.3478427013131383,-6.462522105889162,2.801235469818401,955.37,7.5
141,039980,(주)리노스,1.1684086090039267,-0.0,0.5526248626306561,467.7,25.52
142,016100,(주)리더스코스메틱,-0.5940865798663658,-0.0,1.9678837795532491,25.04,172.26
143,012700,(주)리드코프,-1.915762774513428,0.7294626964387746,0.7331353646564309,77.99,141.45
144,042500,(주)링네트,0.5764092094045474,0.3348303891636368,0.6462591981405849,204.54,79.32
145,219420,(주)링크제니시스,0.3674874371859296,-3.516613784190386,6.192011636003374,451.29,25.32
146,027740,(주)마니커,-0.5016147154638155,-0.0,0.52454874241331,53.33,164.39
147,147760,(주)마이크로프랜드,0.1557428048618871,-0.0,1.8236186547688509,234.38,38.39
148,038290,(주)마크로젠,0.0345319978492791,-0.0,3.742725588780978,170.09,54.58
149,093520,(주)매커스,0.4247940387960128,0.2923006905912489,1.084517145155378,201.5,64.84
150,067280,(주)멀티캠퍼스,0.091444997604516,0.7726302028418311,0.7655365977594997,167.83,63.15
151,041920,(주)메디아나,0.3328730723225252,-3.423413841849249,1.8554073846878147,676.93,12.34
152,086900,(주)메디톡스,-0.0902248636182197,-1.6144210822542615,8.892663720505407,100.95,93.9
153,241770,(주)메카로,0.3900219794427564,0.4775176605915135,1.7319836708994103,664.33,9.84
154,059210,(주)메타바이오메드,-0.0720297844918968,0.2559479057837511,1.4257895520644055,108.59,104.73
155,096640,(주)멜파스,-0.3242168398453059,-0.0,0.9320639055365196,30.08,97.94
156,012690,(주)모나리자,0.0941872137524311,-3.333448941409172,1.632939752367258,281.52,28.23
157,005360,(주)모나미,-0.5504441477237525,-0.0,1.0616539417683823,70.81,114.08
158,080420,(주)모다이노칩,-1.1710776843625708,-0.8365209232995586,2.121539058604617,52.65,119.76
159,080160,(주)모두투어네트워크,0.0179989944695827,-4.15253475427862,9.78380688959055,262.32,129.68
160,101330,(주)모베이스,0.1186116587924556,0.2108615780573468,8.514749698337276,260.89,29.37
161,012860,(주)모베이스전자,-0.8463133327905777,-0.0,0.2768212858908888,76.4,293.31
162,009680,(주)모토닉,0.7838873106060606,-1.334616100050594,2.3656223062099038,1560.33,6.74
163,006920,(주)모헨즈,-0.0127111694275873,-4.462593101922168,1.8447485988250771,152.01,53.84
164,033920,(주)무학,0.0550642594859241,-0.2970081772476448,1.441708585255512,123.29,13.92
165,218150,(주)미래생명자원,0.1763097082338054,1.7806727038908106,3.0367497640295618,642.01,10.77
166,049950,(주)미래컴퍼니,0.1279937397361431,1.304335782281222,4.888740710332782,262.93,26.62
167,059090,(주)미코,-0.0987300899677777,0.744124744261755,9.599698909883532,76.53,162.89
168,201490,(주)미투온,-0.1259504193988305,0.4650619412615984,12.535897515761958,19.22,58.35
169,035620,(주)바른손이앤에이,-0.1195958625719291,-0.0,9.807888662849818,308.93,22.91
170,064520,(주)바른전자,0.0788874100112437,-0.0,2.2475241672906536,226.23,24.76
171,208710,(주)바이오로그디바이스,-0.1939846404724691,-3.1042855056838743,1.0171653846949074,128.57,218.89
172,038460,(주)바이오스마트,0.1554888129615342,0.022916256665649,1.8054034749944965,271.18,13.74
173,086040,(주)바이오톡스텍,-0.0220343755027618,-0.0,5.857135885194058,100.07,86.88
174,043150,(주)바텍,0.1565445975344452,1.2115647580614326,2.9520834723238183,278.05,37.86
175,267790,(주)배럴,0.2540825297028036,1.2283447435769774,2.9617158881234538,744.56,22.53
176,035150,(주)백산,-0.0206235912847483,-1.0693831689151607,1.170270430065151,119.74,80.1
177,177350,(주)베셀,-0.1943035083844619,-0.0,1.0047818254219254,73.9,155.6
178,007210,(주)벽산,-0.1453394115883252,-0.0,0.7324425327617939,93.6,63.5
179,225530,(주)보광산업,-0.019502632145046,-2.410651651222138,4.302976239092706,228.67,69.79
180,250000,(주)보라티알,0.2430401414544223,-0.9567560897368058,2.4074932857335614,200.56,49.41
181,002760,(주)보락,0.0556357126130277,-5.019103278713513,3.457029939677532,419.3,22.97
182,003850,(주)보령,0.0083027395996679,13.268005871224654,1.6979735401659746,265.18,86.69
183,226340,(주)본느,0.1950356666473351,0.2197317867824582,4.233916174567375,211.09,57.29
184,008470,(주)부-스타,0.875720346946873,-0.8547101022307092,0.5255271975639786,425.95,21.43
185,014470,(주)부방,-0.019214580041058,-0.0,55.42955778445246,477.58,7.27
186,100120,(주)뷰웍스,0.229713201707311,-4.721976617221534,2.44400341534085,465.84,14.0
187,064480,(주)브리지텍,0.2589103675569378,-0.0,1.1541027321467447,281.19,26.58
188,251630,(주)브이원텍,0.2625525340318796,-0.7281497954501961,5.166036004657358,623.63,10.6
189,033560,(주)블루콤,0.2001757404898766,-1.3194533382097615,2.5175638921126486,356.36,9.49
190,100220,(주)비상교육,0.5320937613999517,-0.3134582551063459,0.6289424222388851,238.81,25.84
191,200780,(주)비씨월드제약,-0.1070649291358671,-4.381464703503669,2.335891749001721,115.89,71.08
192,141000,(주)비아트론,0.6010686516564101,-0.9683692003979618,1.486108168193777,323.1,26.65
193,001460,(주)비와이씨,-0.4860382569368501,1.679798864422474,1.341137838351701,100.24,49.19
194,138580,(주)비즈니스온커뮤니케이션,0.0926368371120447,4.856070551567977,13.355533861036951,770.72,6.45
196,082920,(주)비츠로셀,0.2135680606354382,-4.9701392328146055,2.8295002144329318,886.36,20.71
197,054220,(주)비츠로시스,-0.0536718523906735,-0.0,84.80907075895976,1.72,0.0
198,042370,(주)비츠로테크,-0.0332455956073469,-0.5710707854755527,5.911656907423176,91.68,34.75
199,032850,(주)비트컴퓨터,0.0337980369322908,2.2003389149090298,4.203398608084366,205.3,28.67
200,093190,(주)빅솔론,1.180297450509182,-0.7279307247969957,1.4516714978571237,1089.8,9.76
201,005180,(주)빙그레,0.2405247344044712,1.020119051039507,0.6502150785838682,262.83,21.02
202,143240,(주)사람인에이치알,0.143730842141684,0.4384453259322166,6.01800682479411,464.51,14.58
203,003960,(주)사조대림,-0.3206901734451559,0.0124361327382564,0.153138143968698,115.88,96.64
204,006090,(주)사조오양,-0.0315554776648362,1.4925086338509306,0.3134957682910523,115.32,72.49
205,122350,(주)삼기,-0.9583399032902344,-1.5203440413188305,0.4204678407698698,69.15,195.01
206,023600,(주)삼보판지,-0.0524037366142629,-1.5789859579938386,1.4041974032665965,127.77,27.47
207,068290,(주)삼성출판사,0.0315369565217391,-20.764831469616308,8.103784677085585,600.71,20.3
208,145990,(주)삼양사,-0.3515833281339847,-0.6110259748035236,0.3880346777787506,222.2,82.39
209,225190,(주)삼양옵틱스,0.1445394647649013,-1.3349441616366908,2.5579924724976832,615.56,26.15
210,272550,(주)삼양패키징,-0.3181269264873538,2.2958853605660496,0.9664711607516288,111.88,83.43
211,000070,(주)삼양홀딩스,0.1583968038760231,2.15557981056821,7.030566868711279,1018.4,16.9
212,023000,(주)삼원강재,0.6132430555555556,-1.4150679871934666,0.5853913657757418,330.95,21.25
213,002450,(주)삼익악기,-0.7857706425165517,0.3690052788973646,1.350966999779348,47.1,106.91
214,032280,(주)삼일,-0.8206782304768525,1.1751590781584451,0.4429876584621905,60.31,85.03
215,002290,(주)삼일기업공사,0.8323293172690763,0.2727170361180276,0.954557855315388,820.92,13.68
216,004440,(주)삼일씨엔에스,0.3545297418526739,-1.362504346545102,1.1598081282096473,322.17,17.68
217,032750,(주)삼진,0.4184356725146199,0.2025108330090105,0.583951222451941,391.44,18.93
218,004690,(주)삼천리,-1.570802166623678,2.408454538021461,0.1327411152218511,170.47,116.61
219,038500,(주)삼표시멘트,-0.5186342510523364,-1.1834267210919234,1.1580352444444657,80.03,83.24
220,046390,(주)삼화네트웍스,0.079028359393275,-5.17141662377999,7.798167578322453,1461.64,17.5
221,038540,(주)상상인,0.0318259877195425,0.1797665533618193,3.754777124742928,162.87,10.56
222,101000,(주)상상인인더스트리,0.2647705982453869,-0.0,2.3384425161541835,332.02,58.27
223,089980,(주)상아프론테크,0.0337965113823541,2.389638006658552,7.419702786663659,257.5,53.94
224,042600,(주)새로닉스,-0.1439388857834917,-0.0,2.138881641564163,71.64,71.07
225,038070,(주)서린바이오사이언스,0.2330438323863272,0.5075991741540792,1.5030863251938225,312.53,26.38
227,079650,(주)서산,0.4243470149253731,-0.0,2.444014847025417,724.12,13.73
228,007860,(주)서연,0.0375063976018132,-0.0,41.99341999133543,1914.12,1.11
229,200880,(주)서연이화,-0.3827739406667222,-0.0,0.257588760610749,98.9,84.25
230,063170,(주)서울옥션,-0.0162587935294744,-0.0,10.75049486909291,196.94,152.63
231,018680,(주)서울제약,-0.1371751836373151,-8.502876617563734,1.431256030484196,140.58,125.59
232,021050,(주)서원,-0.2421010060158738,-1.758779722462172,0.6096373151730634,93.49,133.0
233,093920,(주)서원인텍,0.8590654385747525,-0.8794906998602013,1.2302972343440557,885.75,9.7
234,189860,(주)서전기전,0.2176285787817718,-1.377631309705356,0.6478782771477916,159.07,40.24
235,178320,(주)서진시스템,-0.1002476612080034,-0.8443617093433725,14.394338021250158,137.16,130.51
236,122690,(주)서진오토모티브,-1.9194005469697053,-0.0,0.4296630492482949,36.36,297.39
237,140070,(주)서플러스글로벌,0.1708774379063177,-2.122183556314654,1.710838223365777,282.77,62.38
238,011370,(주)서한,1.2994214768186818,-0.3498933677684115,0.3316472807041318,358.93,70.96
239,008490,(주)서흥,-0.0326616845573782,2.743619500309659,1.5306754269895406,125.26,74.26
240,035890,(주)서희건설,0.7621920616784307,0.2099420867677471,0.2682345018997576,174.47,92.22
241,003100,(주)선광,-0.3860626639913567,-0.9752475341620448,2.49791949278856,72.35,36.59
242,002820,(주)선앤엘,-1.814518806693138,-0.0,0.3054284498653709,70.65,108.06
243,171090,(주)선익시스템,0.33014256767062,-0.4194145940444519,2.115723686045341,402.98,17.3
244,136490,(주)선진,-0.3142220839813375,-0.9300663659140244,0.432292799793972,71.63,108.01
245,014620,(주)성광벤드,0.8587651664574741,3.470114244545805,1.392781212726807,1467.21,7.75
246,037350,(주)성도이엔지,-0.0460513875880022,-0.0,0.2680209699369276,112.01,74.0
247,015750,(주)성우하이텍,-0.2206035188216039,-3.2504077344211635,0.4243014370324054,124.48,85.82
248,080470,(주)성창오토텍,0.0899509411439302,-0.0,0.9571732915474628,143.58,113.01
249,011560,(주)세보엠이씨,1.3991867099211732,-0.0,0.1070760223009028,166.59,102.85
250,001430,(주)세아베스틸지주,-0.4602550650740633,-0.911739023053207,0.4770934005194177,147.57,77.02
251,003030,(주)세아제강지주,-0.1939440415415963,-0.0,17.157880464530177,25.44,8.61
252,019440,(주)세아특수강,1.0625215889464594,-0.4718806832102319,0.2515817067562676,319.05,39.28
253,058650,(주)세아홀딩스,-0.37573163507109,-0.364375167961798,4.722326634381022,4.85,13.63
254,013000,(주)세우글로벌,0.4984384900226134,-18.309291319057795,2.582709011629898,958.95,9.57
255,100700,(주)세운메디칼,0.2557266507061806,5.131646866387944,3.4499503872004142,679.85,9.31
256,024830,(주)세원물산,-0.6995690148365689,0.0772944852086198,0.3365943664689106,84.72,53.67
257,067830,(주)세이브존아이앤씨,-0.231016731016731,-0.9790528675150516,1.1073356789129392,121.54,23.74
258,039310,(주)세중,0.4974145360095333,-0.5764907436590564,15.945543123397355,483.81,11.92
259,075580,(주)세진중공업,-0.3103392112578179,-2.9937542659281835,0.93026185245231,70.72,145.95
260,053450,(주)세코닉스,-0.7826774555509523,-0.0,0.2445676411157113,71.93,332.67
261,068270,(주)셀트리온,0.0213245466890326,11.029890143104453,24.647176205901413,254.75,39.75
262,068760,(주)셀트리온제약,-0.0030889662490459,21.35249331471697,21.894493828058422,124.87,82.35
263,091990,(주)셀트리온헬스케어,0.0752501681335004,-11.951226069260295,9.247504296508891,214.12,79.24
264,068940,(주)셀피글로벌,0.0545202892177711,-0.0,4.507802558222447,195.96,108.52
265,066910,(주)손오공,0.1708896524382848,-0.0,0.8843311967400231,169.2,127.27
267,086980,(주)쇼박스,0.2909609240599656,-2.493464773770098,6.536719237161491,794.35,11.83
268,050960,(주)수산아이앤티,0.1214351163883758,-3.1140801862204763,11.660301690249725,886.36,5.16
269,017550,(주)수산중공업,-0.0900742179942618,-24.44597057473207,4.326098882694279,64.87,61.94
270,236200,(주)슈프리마,0.3747989614321304,0.2234480933262347,3.43186030128505,1155.83,5.18
271,094840,(주)슈프리마에이치큐,0.3964965781054075,0.4702448872371053,5.3481554545909065,1787.58,5.13
272,192440,(주)슈피겐코리아,0.2916737454607233,3.7446607266351033,1.5572706401125322,438.02,15.44
273,136510,(주)스마트솔루션즈,0.0505982001203705,-0.0,2.4712670105875927,119.15,72.4
274,099440,(주)스맥,0.0121871234473306,-0.0,0.4535657921164864,127.86,135.43
275,115570,(주)스타플렉스,-0.4164907190710692,-0.0,0.6621588794248449,75.71,115.06
276,013810,(주)스페코,-0.0636068192459169,0.5791612353736683,4.958924547378062,78.66,77.16
277,049830,(주)승일,0.2480981721799594,-0.0,0.8750349845250011,262.12,23.14
278,048870,(주)시너지이노베이션,-0.1177091730188136,-1.1068349171151843,9.147463022294692,42.56,59.04
279,025320,(주)시노펙스,-0.0412601007665081,6.51635064116499,3.173124052518828,82.74,55.9
280,134790,(주)시디즈,0.0922106109324758,0.0464688644325129,0.5468364736340948,143.78,96.31
281,269620,(주)시스웍,0.0798718625590388,-0.9288984044191898,1.807436570722308,155.39,61.77
282,131090,(주)시큐브,0.4724650349650349,0.2182494245727114,3.6930763992437146,773.86,12.14
283,029530,(주)신도리코,2.0297022827305464,-0.8836657419386823,0.938910020133787,1296.86,7.16
284,011930,(주)신성이엔지,-0.1011903508481663,-9.48991480050153,1.5575025613384088,74.65,107.91
285,004170,(주)신세계,-1.246480390384963,0.1688502670579394,1.8951171151111188,24.3,108.94
286,035510,(주)신세계아이앤씨,0.2809234370280882,0.3705307313338952,0.5514796487541005,226.03,34.23
287,031430,(주)신세계인터내셔날,-0.0791859459833316,0.3145976494657608,1.1935321557613872,131.74,83.23
288,031440,(주)신세계푸드,-1.2610086655112651,-2.025934553472275,0.2352833258354822,95.45,208.57
289,005800,(주)신영와코루,1.40239963607415,-0.5817347636102638,0.4949904328026224,389.72,17.47
290,138070,(주)신진에스엠,0.2004876120996987,0.6424846164203684,1.4934266046290492,312.44,43.78
291,001770,(주)신화다이나믹스,0.4186243348650189,1.5871319012482092,0.3699922866482975,182.81,85.53
292,187270,(주)신화콘텍,-0.1154242282930745,-0.0,0.9148242321568868,121.95,85.66
293,004080,(주)신흥,0.0902690972222222,2.6786180124081334,0.987875009080175,128.6,52.81
294,222800,(주)심텍,-0.385767897638495,-0.0,0.4834156549415423,52.6,204.59
295,036710,(주)심텍홀딩스,-0.0319648983150433,-0.0,23.30936424471717,24.53,3.2
296,160980,(주)싸이맥스,0.2152739963898762,-2.5605988923968863,1.4603479730231272,212.91,40.7
297,222420,(주)쎄노텍,-0.2985084744402741,-0.0,3.8599658051124233,109.69,189.05
298,037760,(주)쎄니트,-0.2873483162774221,-0.8954653963172866,1.1500143413558412,79.89,86.72
299,099320,(주)쎄트렉아이,0.0732849204794386,-15.601544506713614,5.495636604526601,226.59,38.8
300,049960,(주)쎌바이오텍,0.3490399584846912,-0.7305454350755878,4.057486747368143,1940.63,3.3
